time,deviceId,value
1469120213,31,off
1469120228,1,8
1469120228,3,24.5
1469120251,5,110
1469120252,6,35
1469120252,7,25
1469120268,30,on
1469120269,31,on
1469120283,30,off
1469120283,31,off
1469120285,29,0
1469120288,8,9
1469120309,30,on
1469120309,31,on
1469120318,1,4
1469120318,3,24.4
1469120323,30,off
1469120324,31,off
1469120335,30,on
1469120335,31,on
1469120340,5,109
1469120349,30,off
1469120350,31,off
1469120394,30,on
1469120395,31,on
1469120411,1,9
1469120411,3,24.3
1469120412,10,0.07
1469120413,11,0
1469120425,30,off
1469120426,31,off
1469120430,5,106
1469120431,7,25.1
1469120442,30,on
1469120442,31,on
1469120456,30,off
1469120457,31,off
1469120465,23,0
1469120469,14,25.9
1469120498,4,6
1469120499,1,3
1469120526,30,on
1469120526,31,on
1469120540,30,off
1469120541,31,off
1469120545,20,on
1469120546,21,99
1469120548,4,59
1469120552,30,on
1469120553,31,on
1469120564,20,off
1469120566,30,off
1469120567,31,off
1469120588,1,2
1469120588,8,7
1469120594,21,0
1469120600,4,6
1469120601,30,on
1469120602,31,on
1469120611,5,104
1469120616,30,off
1469120616,31,off
1469120627,30,on
1469120628,31,on
1469120656,30,off
1469120656,31,off
1469120676,30,on
1469120676,31,on
1469120678,1,4
1469120691,30,off
1469120691,31,off
1469120692,30,on
1469120692,31,on
1469120701,5,102
1469120702,7,25.2
1469120709,30,off
1469120710,30,on
1469120724,30,off
1469120724,30,on
1469120739,30,off
1469120739,31,off
1469120739,30,on
1469120740,31,on
1469120754,30,off
1469120754,31,off
1469120759,30,on
1469120759,31,on
1469120768,1,3
1469120773,30,off
1469120773,31,off
1469120781,30,on
1469120781,31,on
1469120791,5,108
1469120808,30,off
1469120808,31,off
1469120809,30,on
1469120809,31,on
1469120823,30,off
1469120823,31,off
1469120824,30,on
1469120825,31,on
1469120827,22,on
1469120828,23,99
1469120832,24,on
1469120833,25,on
1469120833,26,63
1469120842,30,off
1469120842,31,off
1469120847,24,off
1469120847,25,off
1469120850,22,off
1469120858,1,134
1469120866,24,on
1469120866,25,on
1469120881,24,off
1469120881,25,off
1469120882,5,103
1469120883,6,36
1469120884,7,25.1
1469120894,24,on
1469120895,25,on
1469120900,4,7
1469120909,24,off
1469120909,25,off
1469120910,32,0
1469120948,1,96
1469120949,3,24.5
1469120971,5,3
1469120971,6,35
1469120972,7,25.2
1469121000,12,0
1469121008,24,on
1469121009,25,on
1469121024,24,off
1469121024,25,off
1469121029,24,on
1469121029,25,on
1469121038,1,83
1469121039,2,55
1469121043,24,off
1469121043,25,off
1469121049,24,on
1469121049,25,on
1469121061,5,4
1469121062,6,34
1469121062,7,25.1
1469121063,24,off
1469121063,25,off
1469121066,24,on
1469121067,25,on
1469121069,14,25.8
1469121081,24,off
1469121081,25,off
1469121091,24,on
1469121091,25,on
1469121105,24,off
1469121105,25,off
1469121106,24,on
1469121106,25,on
1469121128,1,110
1469121129,3,24.6
1469121137,24,off
1469121137,25,off
1469121149,24,on
1469121150,25,on
1469121150,23,0
1469121151,5,5
1469121152,6,33
1469121152,7,25.2
1469121169,24,off
1469121170,25,off
1469121188,8,6
1469121200,4,4
1469121218,1,65
1469121219,2,57
1469121220,3,24.7
1469121241,5,3
1469121308,1,94
1469121309,2,63
1469121309,3,24.8
1469121369,14,25.7
1469121398,1,85
1469121399,2,70
1469121400,3,24.9
1469121421,5,4
1469121488,8,5
1469121489,1,82
1469121490,2,75
1469121490,3,25
1469121501,4,3
1469121511,5,5
1469121578,1,71
1469121579,2,79
1469121580,3,25.1
1469121601,5,4
1469121602,7,25.1
1469121625,13,25.2
1469121668,1,91
1469121669,2,80
1469121691,5,3
1469121692,7,25.2
1469121758,1,71
1469121759,2,82
1469121759,3,25.2
1469121770,26,0
1469121777,24,on
1469121778,25,on
1469121779,26,63
1469121781,5,4
1469121782,7,25.1
1469121787,24,off
1469121788,25,off
1469121788,8,4
1469121809,24,on
1469121809,25,on
1469121823,24,off
1469121824,25,off
1469121836,24,on
1469121836,25,on
1469121845,24,off
1469121846,25,off
1469121848,1,61
1469121849,2,83
1469121849,3,25.3
1469121871,5,3
1469121879,24,on
1469121879,25,on
1469121893,24,off
1469121894,25,off
1469121899,24,on
1469121900,25,on
1469121915,24,off
1469121915,25,off
1469121938,1,62
1469121939,2,84
1469121940,3,25.4
1469121961,5,4
1469122028,1,69
1469122029,2,85
1469122052,5,3
1469122070,24,on
1469122071,25,on
1469122085,24,off
1469122085,25,off
1469122087,8,3
1469122090,24,on
1469122090,25,on
1469122102,4,2
1469122105,24,off
1469122105,25,off
1469122105,24,on
1469122106,25,on
1469122119,1,61
1469122119,2,86
1469122120,3,25.6
1469122121,24,off
1469122121,25,off
1469122152,24,on
1469122153,25,on
1469122167,24,off
1469122167,25,off
1469122168,24,on
1469122169,25,on
1469122183,24,off
1469122183,25,off
1469122184,24,on
1469122184,25,on
1469122198,24,off
1469122198,25,off
1469122200,24,on
1469122200,25,on
1469122209,1,103
1469122209,3,25.7
1469122231,24,off
1469122231,25,off
1469122236,24,on
1469122236,25,on
1469122250,24,off
1469122250,25,off
1469122253,24,on
1469122254,25,on
1469122268,14,25.8
1469122268,24,off
1469122268,25,off
1469122269,24,on
1469122270,25,on
1469122284,24,off
1469122285,25,off
1469122285,24,on
1469122286,25,on
1469122299,2,87
1469122300,3,25.8
1469122300,24,off
1469122301,25,off
1469122308,24,on
1469122308,25,on
1469122321,5,4
1469122322,24,off
1469122323,25,off
1469122323,24,on
1469122324,25,on
1469122338,24,off
1469122339,25,off
1469122348,24,on
1469122349,25,on
1469122363,24,off
1469122364,25,off
1469122364,24,on
1469122365,25,on
1469122379,24,off
1469122380,25,off
1469122383,24,on
1469122384,25,on
1469122389,1,107
1469122390,2,86
1469122398,24,off
1469122399,25,off
1469122408,24,on
1469122408,25,on
1469122409,4,1
1469122411,5,5
1469122416,24,off
1469122417,25,off
1469122417,24,on
1469122418,25,on
1469122431,24,off
1469122432,25,off
1469122432,24,on
1469122433,25,on
1469122446,24,off
1469122447,25,off
1469122447,24,on
1469122448,25,on
1469122451,22,on
1469122452,23,99
1469122460,28,on
1469122461,29,99
1469122462,24,off
1469122462,25,off
1469122463,8,119
1469122473,22,off
1469122480,1,104
1469122501,5,4
1469122534,26,0
1469122554,28,off
1469122557,28,on
1469122567,14,25.9
1469122570,1,2
1469122570,2,87
1469122570,3,25.7
1469122584,23,0
1469122591,5,5
1469122660,1,4
1469122660,2,85
1469122681,5,4
1469122682,6,36
1469122682,7,25
1469122707,22,on
1469122708,23,99
1469122709,20,on
1469122709,21,99
1469122712,4,57
1469122715,4,58
1469122719,4,56
1469122723,28,off
1469122731,22,off
1469122732,20,off
1469122741,4,55
1469122743,4,56
1469122745,4,55
1469122747,4,56
1469122749,4,55
1469122750,3,25.6
1469122768,8,107
1469122769,23,0
1469122769,21,0
1469122771,5,3
1469122772,6,37
1469122773,4,0
1469122840,1,2
1469122840,3,25.5
1469122852,29,0
1469122856,8,2
1469122861,5,4
1469122862,6,36
1469122862,7,24.9
1469122930,2,84
1469122930,3,25.4
1469123020,1,3
1469123020,3,25.3
1469123042,7,24.8
1469123110,1,4
1469123110,2,82
1469123111,3,25.2
1469123127,13,25.1
1469123131,5,3
1469123132,6,35
1469123132,7,24.9
1469123155,8,1
1469123200,1,3
1469123200,2,81
1469123201,3,25.1
1469123221,5,4
1469123222,7,24.8
1469123290,1,2
1469123290,2,78
1469123380,2,77
1469123381,3,25
1469123401,5,3
1469123470,1,3
1469123470,2,74
1469123471,3,24.9
1469123549,20,on
1469123550,33,0
1469123560,2,72
1469123565,20,off
1469123740,1,2
1469123740,2,68
1469123741,3,24.8
1469123761,5,4
1469123762,6,36
1469123765,14,25.8
1469123830,2,67
1469123852,7,24.7
1469123920,1,3
1469123920,2,66
1469124011,1,1
1469124011,2,65
1469124031,5,3
1469124049,20,on
1469124050,22,on
1469124053,28,on
1469124054,34,0
1469124055,29,99
1469124056,8,89
1469124065,14,25.7
1469124076,28,off
1469124077,20,off
1469124079,22,off
1469124100,1,3
1469124100,2,64
1469124121,5,2
1469124190,1,2
1469124190,2,63
1469124199,29,0
1469124203,8,0
1469124211,5,4
1469124280,1,3
1469124302,7,24.8
1469124370,2,62
1469124391,5,3
1469124392,7,24.7
1469124460,2,61
1469124482,5,4
1469124482,6,35
1469124550,1,2
1469124571,5,3
1469124572,7,24.8
1469124661,5,4
1469124664,14,25.6
1469124730,2,60
1469124911,1,3
1469124963,14,25.7
1469125000,1,1
1469125022,5,3
1469125180,1,2
1469125202,7,24.7
1469125263,14,25.8
1469125270,2,59
1469125292,5,4
1469125360,2,60
1469125382,5,3
1469125472,5,4
1469125472,7,24.8
1469125540,1,3
1469125562,7,24.7
1469125630,1,2
1469125720,1,3
1469125720,2,59
1469125742,5,2
1469125812,1,2
1469125832,5,4
1469125862,14,25.7
1469125900,1,4
1469125900,2,60
1469125990,1,3
1469125990,2,59
1469126012,5,3
1469126080,2,60
1469126131,13,25
1469126162,14,25.6
1469126192,5,2
1469126260,1,1
1469126282,5,4
1469126372,5,5
1469126432,13,25.1
1469126440,1,3
1469126462,14,25.5
1469126530,1,2
1469126552,5,3
1469126620,1,3
1469126642,5,4
1469126710,1,1
1469126732,13,25
1469126761,14,25.6
1469126800,1,3
1469126801,2,59
1469126822,5,3
1469126890,1,2
1469126890,2,60
1469126912,5,4
1469126980,1,3
1469126980,2,59
1469127061,14,25.7
1469127070,1,2
1469127092,5,3
1469127160,1,1
1469127182,5,5
1469127250,1,3
1469127272,5,4
1469127340,1,2
1469127340,2,60
1469127341,3,24.9
1469127360,14,25.8
1469127430,2,59
1469127431,3,24.8
1469127611,1,4
1469127612,2,60
1469127660,14,25.9
1469127700,1,3
1469127701,2,59
1469127722,5,3
1469127790,1,2
1469127880,1,3
1469127881,2,60
1469127902,5,2
1469127932,13,25.1
1469127959,14,25.7
1469127970,1,4
1469127992,5,4
1469128060,1,2
1469128061,2,59
1469128150,1,3
1469128231,13,25
1469128244,35,99
1469128245,36,on
1469128256,4,1
1469128262,7,24.8
1469128330,1,2
1469128331,2,58
1469128352,7,24.7
1469128355,20,on
1469128355,21,99
1469128358,4,55
1469128372,4,54
1469128374,4,56
1469128374,22,on
1469128375,23,99
1469128376,28,on
1469128377,29,99
1469128379,4,57
1469128379,8,116
1469128381,4,56
1469128385,4,57
1469128389,20,off
1469128392,4,56
1469128399,22,off
1469128402,22,on
1469128403,20,on
1469128412,30,on
1469128413,31,on
1469128413,32,78
1469128422,28,off
1469128427,30,off
1469128427,31,off
1469128428,22,off
1469128433,30,on
1469128434,31,on
1469128436,20,off
1469128439,4,55
1469128441,4,56
1469128442,5,114
1469128443,4,55
1469128448,30,off
1469128448,31,off
1469128462,30,on
1469128463,31,on
1469128467,23,0
1469128467,21,0
1469128471,22,on
1469128472,23,99
1469128472,4,1
1469128475,24,on
1469128476,25,on
1469128476,26,63
1469128487,30,off
1469128487,31,off
1469128490,24,off
1469128491,24,on
1469128491,22,off
1469128505,24,off
1469128506,25,off
1469128507,24,on
1469128507,25,on
1469128510,1,104
1469128521,24,off
1469128522,25,off
1469128526,24,on
1469128527,25,on
1469128532,5,109
1469128532,6,36
1469128533,7,24.9
1469128541,24,off
1469128542,25,off
1469128544,24,on
1469128544,25,on
1469128548,29,0
1469128551,32,0
1469128553,8,0
1469128563,14,25.6
1469128573,24,off
1469128574,25,off
1469128575,24,on
1469128575,25,on
1469128582,27,off
1469128583,22,on
1469128586,20,on
1469128586,21,99
1469128589,4,55
1469128589,24,off
1469128590,25,off
1469128600,1,89
1469128601,2,59
1469128602,3,24.9
1469128602,22,off
1469128607,4,54
1469128610,4,55
1469128612,20,off
1469128622,5,3
1469128625,20,on
1469128628,4,57
1469128636,4,55
1469128642,23,0
1469128644,20,off
1469128645,4,53
1469128646,20,on
1469128661,20,off
1469128661,4,52
1469128662,26,0
1469128690,1,1
1469128691,3,25
1469128692,21,0
1469128697,4,1
1469128780,1,2
1469128781,2,58
1469128782,20,on
1469128782,21,99
1469128784,4,52
1469128785,35,0
1469128785,37,on
1469128801,20,off
1469128803,5,4
1469128803,6,35
1469128804,7,25
1469128831,21,0
1469128836,4,0
1469128858,14,25.5
1469128870,1,3
1469128871,3,25.1
1469128892,5,2
1469128960,1,2
1469128961,2,59
1469128982,5,4
1469129050,1,3
1469129072,5,3
1469129072,7,25.1
1469129140,1,2
1469129141,2,60
1469129158,14,25.8
1469129162,5,2
1469129230,1,3
1469129252,5,4
1469129320,1,2
1469129342,5,3
1469129457,14,25.9
1469129522,5,5
1469129612,5,3
1469129702,5,2
1469129733,13,24.9
1469129771,1,1
1469129771,3,25
1469129792,5,4
1469129861,1,4
1469129861,2,61
1469129882,5,5
1469129951,1,3
1469129972,5,4
1469130033,13,25
1469130041,1,2
1469130056,14,25.8
1469130062,5,3
1469130062,6,34
1469130221,1,3
1469130242,5,4
1469130311,2,62
1469130319,20,on
1469130325,22,on
1469130330,28,on
1469130331,38,4
1469130332,5,5
1469130333,38,95
1469130336,8,29
1469130343,20,off
1469130344,22,off
1469130346,38,99
1469130355,14,25.7
1469130401,1,2
1469130408,22,on
1469130409,20,on
1469130413,24,on
1469130414,25,on
1469130414,26,63
1469130424,28,off
1469130425,5,3
1469130425,6,35
1469130426,20,off
1469130427,22,off
1469130428,24,off
1469130428,25,off
1469130437,24,on
1469130437,25,on
1469130451,24,off
1469130451,25,off
1469130470,24,on
1469130470,25,on
1469130473,22,on
1469130477,28,on
1469130484,20,on
1469130485,24,off
1469130485,25,off
1469130485,24,on
1469130486,25,on
1469130491,1,83
1469130499,28,off
1469130500,20,off
1469130500,24,off
1469130500,25,off
1469130501,22,off
1469130504,24,on
1469130504,25,on
1469130508,22,on
1469130510,20,on
1469130512,28,on
1469130513,6,34
1469130519,24,off
1469130519,25,off
1469130520,24,on
1469130520,25,on
1469130525,20,off
1469130530,28,off
1469130537,22,off
1469130538,24,off
1469130538,25,off
1469130538,24,on
1469130539,25,on
1469130553,24,off
1469130553,25,off
1469130554,24,on
1469130555,25,on
1469130560,17,85
1469130560,39,85
1469130569,24,off
1469130569,25,off
1469130580,24,on
1469130580,25,on
1469130581,1,82
1469130582,2,61
1469130594,24,off
1469130594,25,off
1469130601,12,14.8
1469130626,24,on
1469130626,25,on
1469130640,24,off
1469130640,25,off
1469130655,14,25.6
1469130671,1,80
1469130672,24,on
1469130672,25,on
1469130685,24,off
1469130685,25,off
1469130692,5,4
1469130709,24,on
1469130710,25,on
1469130724,24,off
1469130725,25,off
1469130732,24,on
1469130733,25,on
1469130747,24,off
1469130748,25,off
1469130748,24,on
1469130748,25,on
1469130761,1,77
1469130762,2,60
1469130762,24,off
1469130763,25,off
1469130775,24,on
1469130776,25,on
1469130782,6,35
1469130790,24,off
1469130791,25,off
1469130808,24,on
1469130808,25,on
1469130822,24,off
1469130823,25,off
1469130823,24,on
1469130824,25,on
1469130826,22,on
1469130828,20,on
1469130837,24,off
1469130838,25,off
1469130845,22,off
1469130847,20,off
1469130852,1,117
1469130905,26,0
1469130942,1,2
1469130942,3,25.1
1469130954,14,25.7
1469130962,5,3
1469131032,1,3
1469131040,38,94
1469131043,38,11
1469131052,5,2
1469131060,38,0
1469131116,8,0
1469131142,5,4
1469131211,16,0.03
1469131232,5,2
1469131254,14,25.8
1469131302,1,2
1469131322,5,5
1469131392,1,3
1469131392,3,25
1469131412,5,4
1469131482,3,25.1
1469131534,13,24.9
1469131554,14,25.9
1469131572,1,2
1469131572,3,25
1469131592,5,5
1469131662,1,3
1469131682,5,4
1469131752,1,2
1469131801,12,0
1469131834,13,25
1469131842,2,61
1469131862,5,5
1469131863,7,25
1469131932,1,3
1469131932,3,24.9
1469131952,5,4
1469131953,7,25.1
1469132022,1,2
1469132042,7,25
1469132112,1,3
1469132134,13,24.9
1469132153,14,25.8
1469132202,1,2
1469132202,2,62
1469132222,7,25.1
1469132292,1,3
1469132312,5,3
1469132382,1,2
1469132453,14,25.7
1469132562,1,3
1469132652,1,2
1469132672,5,2
1469132742,2,63
1469132763,5,3
1469132832,1,3
1469132922,1,2
1469132942,5,4
1469133032,5,2
1469133102,1,3
1469133122,5,4
1469133192,3,24.8
1469133212,5,3
1469133282,1,2
1469133282,3,24.9
1469133353,14,25.8
1469133372,2,64
1469133372,3,24.8
1469133482,5,4
1469133483,6,34
1469133642,2,65
1469133654,14,25.9
1469133662,5,3
1469133732,1,3
1469133732,2,64
1469133822,1,2
1469133822,2,65
1469133843,7,25
1469133912,1,1
1469134002,1,3
1469134092,1,4
1469134092,2,66
1469134093,3,24.7
1469134182,1,3
1469134202,5,2
1469134203,7,24.9
1469134253,14,25.7
1469134272,1,2
1469134292,5,3
1469134362,1,3
1469134382,5,2
1469134452,2,67
1469134472,5,5
1469134473,7,25
1469134542,2,66
1469134562,5,3
1469134563,7,24.9
1469134632,1,2
1469134632,2,67
1469134816,1,3
1469134833,7,25
1469134853,14,25.6
1469134902,1,2
1469134922,5,4
1469134923,7,24.9
1469134959,20,on
1469134974,20,off
1469135082,1,3
1469135103,7,25
1469135172,1,2
1469135282,5,2
1469135352,1,3
1469135372,5,4
1469135442,2,68
1469135452,14,25.8
1469135462,5,2
1469135552,5,3
1469135622,2,67
1469135643,5,4
1469135712,1,2
1469135732,5,3
1469135823,5,4
1469135892,1,3
1469135912,5,5
1469135982,1,2
1469136003,5,4
1469136051,14,25.9
1469136072,1,3
1469136162,2,68
1469136182,5,2
1469136252,1,2
1469136252,2,67
1469136272,5,5
1469136342,1,3
1469136351,14,25.7
1469136363,5,4
1469136453,5,3
1469136522,1,1
1469136612,1,3
1469136612,2,68
1469136633,5,4
1469136650,14,25.6
1469136702,1,4
1469136723,5,3
1469136792,1,3
1469136792,2,67
1469136813,5,4
1469136949,14,25.5
1469136972,2,68
1469136993,5,3
1469137083,5,4
1469137152,2,67
1469137242,1,2
1469137249,14,25.6
1469137263,5,5
1469137332,2,68
1469137353,5,3
1469137422,1,3
1469137423,2,67
1469137513,2,68
1469137549,14,25.8
1469137602,1,2
1469137602,2,67
1469137623,5,4
1469137692,2,68
1469137782,1,3
1469137783,2,67
1469137803,5,3
1469137872,1,2
1469137962,2,68
1469137983,5,5
1469138052,2,67
1469138073,5,4
1469138142,1,4
1469138143,2,68
1469138163,5,5
1469138232,1,3
1469138253,5,4
1469138433,5,3
1469138440,13,25
1469138447,14,25.7
1469138502,1,2
1469138592,1,3
1469138613,5,4
1469138613,7,24.9
1469138682,1,2
1469138703,7,25
1469138740,13,24.9
1469138747,14,25.5
1469138772,1,3
1469138793,5,3
1469138862,1,5
1469138952,1,2
1469138973,7,24.9
1469139042,2,69
1469139063,5,4
1469139132,1,3
1469139153,5,3
1469139222,1,2
1469139223,2,68
1469139347,14,25.6
1469139402,1,3
1469139403,2,69
1469139403,3,24.6
1469139423,5,4
1469139492,1,4
1469139493,2,68
1469139493,3,24.7
1469139513,5,3
1469139583,1,3
1469139583,3,24.6
1469139646,14,25.8
1469139672,1,1
1469139673,2,69
1469139673,3,24.7
1469139762,1,2
1469139783,5,4
1469139852,2,68
1469139942,1,4
1469139963,5,3
1469140032,1,3
1469140033,2,69
1469140053,5,4
1469140122,1,1
1469140123,2,68
1469140143,5,5
1469140213,1,2
1469140246,14,25.7
1469140302,1,3
1469140303,3,24.6
1469140323,5,4
1469140365,20,on
1469140380,20,off
1469140392,2,69
1469140413,5,3
1469140482,1,2
1469140503,5,4
1469140573,3,24.7
1469140593,5,3
1469140662,1,1
1469140663,2,68
1469140663,3,24.6
1469140683,5,4
1469140752,1,2
1469140773,7,24.8
1469140843,1,1
1469140843,2,69
1469140844,13,24.8
1469140845,14,25.6
1469140863,5,3
1469140932,1,3
1469140933,2,68
1469140953,5,4
1469141022,1,2
1469141112,1,3
1469141113,2,69
1469141133,7,24.9
1469141149,14,25.5
1469141203,2,68
1469141269,20,on
1469141284,20,off
1469141293,2,69
1469141313,5,3
1469141314,7,24.8
1469141382,1,2
1469141383,2,68
1469141444,13,24.9
1469141444,14,25.6
1469141472,1,3
1469141473,2,69
1469141493,5,4
1469141493,7,24.9
1469141563,2,68
1469141583,5,3
1469141584,7,24.8
1469141673,5,4
1469141674,7,24.9
1469141742,1,2
1469141744,14,25.7
1469141763,5,3
1469141853,5,4
1469141854,7,24.8
1469141943,5,3
1469142017,2,69
1469142044,14,25.8
1469142103,1,1
1469142103,2,68
1469142165,20,on
1469142180,20,off
1469142193,1,2
1469142213,5,5
1469142214,7,24.9
1469142283,1,3
1469142283,2,69
1469142303,5,4
1469142303,6,33
1469142304,7,24.8
1469142343,14,25.6
1469142373,2,68
1469142483,5,3
1469142553,1,2
1469142573,5,2
1469142643,13,24.8
1469142663,5,4
1469142733,1,3
1469142753,5,3
1469142823,1,2
1469142843,5,2
1469142933,5,3
1469142943,14,25.5
1469143003,1,3
1469143183,3,24.5
1469143203,5,5
1469143242,14,25.4
1469143273,2,67
1469143273,3,24.6
1469143293,5,3
1469143363,1,2
1469143363,3,24.5
1469143383,5,5
1469143453,1,3
1469143453,2,68
1469143453,3,24.6
1469143473,5,3
1469143542,14,25.5
1469143543,1,2
1469143543,3,24.5
1469143563,5,4
1469143633,2,67
1469143633,3,24.6
1469143653,5,3
1469143723,1,3
1469143723,2,68
1469143743,5,4
1469143813,2,67
1469143834,5,5
1469143841,14,25.6
1469143923,5,4
1469143993,1,1
1469143993,3,24.5
1469144083,1,3
1469144083,3,24.6
1469144103,5,3
1469144141,14,25.7
1469144173,1,2
1469144263,1,3
1469144374,5,5
1469144441,14,25.6
1469144443,1,4
1469144463,5,4
1469144533,1,2
1469144565,20,on
1469144580,20,off
1469144623,1,3
1469144733,5,3
1469144803,1,2
1469144893,1,3
1469144913,5,4
1469144983,1,2
1469145003,5,2
1469145040,14,25.4
1469145093,5,4
1469145163,1,3
1469145183,5,3
1469145253,1,4
1469145274,5,5
1469145343,1,3
1469145363,5,4
1469145454,5,3
1469145523,1,2
1469145544,7,24.9
1469145634,5,5
1469145703,1,3
1469145723,5,3
1469145724,7,24.8
1469145793,1,2
1469145903,5,4
1469145939,14,25.6
1469145973,1,3
1469145994,5,3
1469146083,5,2
1469146153,1,1
1469146174,5,3
1469146238,14,25.7
1469146243,1,2
1469146263,5,4
1469146333,1,3
1469146353,5,3
1469146423,1,1
1469146443,5,4
1469146513,1,3
1469146514,3,24.5
1469146603,3,24.6
1469146783,1,2
1469146803,5,3
1469146838,14,25.5
1469146873,1,5
1469146893,5,5
1469146963,1,3
1469146983,5,4
1469147053,1,4
1469147137,14,25.4
1469147143,1,2
1469147143,3,24.5
1469147163,5,3
1469147233,3,24.6
1469147267,20,on
1469147282,20,off
1469147323,3,24.5
1469147343,5,4
1469147414,3,24.6
1469147434,5,3
1469147437,14,25.3
1469147503,1,3
1469147503,3,24.5
1469147614,5,4
1469147704,5,3
1469147736,14,25.4
1469147773,3,24.6
1469147794,5,4
1469147863,3,24.5
1469147884,5,3
1469147953,1,2
1469147954,3,24.6
1469147974,5,4
1469148036,14,25.6
1469148064,5,3
1469148133,3,24.5
1469148154,5,2
1469148223,1,3
1469148224,3,24.6
1469148244,5,3
1469148250,40,24.7
1469148313,1,2
1469148334,5,4
1469148403,1,4
1469148493,1,3
1469148493,2,66
1469148583,1,2
1469148604,5,3
1469148673,1,3
1469148694,5,5
1469148784,5,3
1469148853,1,2
1469148874,5,5
1469148935,14,25.5
1469148964,5,4
1469149054,5,2
1469149123,1,1
1469149124,2,67
1469149144,5,3
1469149217,1,3
1469149217,2,66
1469149234,5,4
1469149234,14,25.4
1469149247,13,24.7
1469149303,1,4
1469149324,5,2
1469149369,20,on
1469149384,20,off
1469149393,1,3
1469149414,5,3
1469149483,1,2
1469149484,2,67
1469149484,3,24.5
1469149534,14,25.3
1469149573,2,66
1469149574,3,24.6
1469149594,5,4
1469149753,1,3
1469149834,14,25.4
1469149843,2,67
1469149847,13,24.8
1469149933,2,66
1469150023,1,2
1469150044,5,3
1469150113,1,3
1469150134,5,2
1469150134,14,25.6
1469150148,13,24.7
1469150203,1,2
1469150224,5,4
1469150270,20,on
1469150285,20,off
1469150293,1,3
1469150296,8,1
1469150404,5,3
1469150584,5,4
1469150653,1,2
1469150734,14,25.5
1469150764,5,2
1469150833,1,4
1469150854,5,3
1469150923,1,3
1469150944,5,4
1469151034,14,25.4
1469151124,5,5
1469151195,8,2
1469151214,5,3
1469151283,1,2
1469151374,3,24.5
1469151394,5,4
1469151463,1,3
1469151464,3,24.6
1469151484,5,5
1469151574,5,3
1469151633,14,25.3
1469151795,8,3
1469151913,1,2
1469151914,3,24.5
1469151932,14,25.5
1469151934,5,5
1469152004,3,24.6
1469152024,5,3
1469152094,3,24.5
1469152094,8,4
1469152183,1,5
1469152273,1,2
1469152294,5,4
1469152374,20,on
1469152385,20,off
1469152394,8,5
1469152474,7,24.7
1469152532,14,25.6
1469152564,5,5
1469152654,5,3
1469152694,8,6
1469152724,1,3
1469152816,1,2
1469152832,14,25.5
1469152904,1,3
1469152924,5,4
1469152994,1,2
1469152994,8,8
1469153084,1,3
1469153132,14,25.4
1469153174,1,2
1469153194,5,3
1469153284,5,4
1469153285,7,24.6
1469153294,8,9
1469153354,1,3
1469153374,5,3
